name,customizable_games,children's_games,thematic_games,strategy_games,abstract_games,family_games,wargames,party_games
Adlung Land,0,0,0,0,0,1,0,0
"Yalu: The Chinese Counteroffensive in Korea, November 1950 to May 1951",0,0,0,0,0,0,1,0
Southern Pacific,0,0,0,0,0,0,0,0
Devil May Cry: The Bloody Palace,0,0,0,0,0,0,0,0
Human Punishment: The Beginning,0,0,0,0,0,0,0,0
Super Goal!,0,0,0,0,0,0,0,0
"Demyansk Shield: the Frozen Fortress, February-May 1942",0,0,0,0,0,0,1,0
Strike Them a Blow: 1864 North Anna River,0,0,0,0,0,0,1,0
Squirrel Rush,0,0,0,0,0,0,0,0
Black Hat,0,0,0,0,0,0,0,0
Tribes,0,0,1,0,0,0,0,0
Chef Alfredo,0,1,0,0,0,0,0,0
Karo,0,0,0,0,1,0,0,0
Moons,0,0,0,0,0,0,0,0
Playboss,0,0,0,0,0,0,0,0
Drive on Kursk:  July 1943,0,0,0,0,0,0,1,0
"Inferno sugli Altipiani, 1916",0,0,0,0,0,0,1,0
Baldrick's Tomb,0,0,0,0,0,0,0,0
Bonbons,0,1,0,0,0,1,0,0
Le Vol de l'Aigle,0,0,0,0,0,0,1,0
"7 Symbols, and 7 Nations",0,0,0,0,0,0,0,0
Jasper and Zot,0,0,0,0,0,0,0,0
Cultistorm,0,0,0,0,0,0,0,0
Darkest December: Battle of the Bulge 1944,0,0,0,0,0,0,1,0
The First Jihad: The Rise of Islam 632-750,0,0,0,0,0,0,1,0
Polite Society: The Jane Austen Board Game,0,0,0,0,0,0,0,0
Creepy Falls,0,0,0,0,0,0,0,0
"Clash of Titans: The Tank Battle for Kursk, 1943",0,0,0,0,0,0,1,0
Pressure Cooker,0,0,0,0,0,0,0,0
The Last Days of the Grande Armee: The Four Days of Waterloo,0,0,0,0,0,0,1,0
Dinosaur Table Battles,0,0,0,0,0,0,0,0
Age of Craft,0,0,0,0,0,0,0,0
Ready to Rock!,0,0,0,0,0,0,0,0
Spy Web,0,0,0,0,0,0,0,0
DREIst!,0,0,0,0,0,0,0,0
Diam,0,0,0,0,1,0,0,0
Attangle,0,0,0,0,1,0,0,0
Assault on Icecrown Citadel,0,0,0,0,0,0,0,0
Veritas,0,0,0,0,0,0,0,0
Sixis,0,0,0,0,0,0,0,0
C.O.A.L.: Combat-Oriented Armored League,0,0,0,0,0,0,0,0
Pungi,0,0,0,0,0,0,0,0
Unlur,0,0,0,0,1,0,0,0
Mad Magazine Card Game,0,0,0,0,0,0,0,0
Zoo-ography,0,0,0,0,0,0,0,0
Rok 1920,0,0,0,0,0,0,1,0
Black Jacky,0,0,0,0,0,0,0,0
Alchemidus,0,0,0,0,0,0,0,0
Merchants of the Dark Road,0,0,0,1,0,0,0,0
1834,0,0,0,0,0,0,0,0
Rail USA,0,0,0,0,0,0,0,0
The Great Pacific War: The Second World War in the Pacific,0,0,0,0,0,0,1,0
Cairo Corridor,0,0,0,0,1,0,0,0
Vidrado,0,0,0,0,0,0,0,0
Futboard,0,0,0,0,0,0,0,0
This Is Not a Test: Post-Apocalyptic Skirmish Rules,0,0,0,0,0,0,0,0
My First Stone Age: The Card Game,0,0,0,0,0,0,0,0
1812: The Campaign of Napoleon in Russia,0,0,0,0,0,0,1,0
Cauldron Quest,0,0,0,0,0,0,0,0
Critters Below,0,0,0,0,0,0,0,0
13 Sheep,0,0,0,0,0,0,0,0
Top 5 Rummy,0,0,0,0,0,0,0,0
StoryLine: Fairy Tales,0,0,0,0,0,0,0,0
Amphipolis,0,0,0,0,0,1,0,0
Wrathborne Champions,0,0,0,0,0,0,0,0
Niki Lauda's Formel 1,0,0,0,0,0,0,0,0
Flutter,0,0,0,0,0,0,0,0
Jigūan: The Eastern Mechanist,0,0,0,0,0,0,0,0
Copa,0,0,0,0,0,0,0,0
Mini Cywilizacja,0,0,0,0,0,0,0,0
Galactic Strike Force,0,0,1,0,0,0,0,0
Arcadia,0,0,0,0,0,0,0,0
Ben Hur,0,0,0,0,0,0,0,0
General Quarters (Third Edition),0,0,0,0,0,0,1,0
Kadesh:  Mobile Warfare in the Ancient Middle East,0,0,0,0,0,0,1,0
Bilder,0,0,0,0,0,0,0,0
Command at Sea: 4th Edition - War at Sea 1926-1955,0,0,0,0,0,0,1,0
Melee & Wizard,0,0,0,0,0,0,0,0
Gutshot,0,0,0,0,0,0,0,0
Il Cucco,0,0,0,0,0,0,0,0
Twilight of the Ottomans: World War I in the Middle East,0,0,0,0,0,0,1,0
18CLE,0,0,0,0,0,0,0,0
STEM: Epic Heroes,0,0,0,0,0,0,0,0
Imperial Governor & Strategos,0,0,0,0,0,0,1,0
Le Temps des As,0,0,0,0,0,0,1,0
Expedite,0,0,0,1,0,0,0,0
Eclipse,0,0,0,0,1,0,0,0
Dragon's Cave,0,0,0,0,0,0,0,0
Kriegbot,0,0,0,0,0,0,1,0
Decision in France,0,0,0,0,0,0,1,0
Duel for Kharkov,0,0,0,0,0,0,1,0
Page Quest SEASON 1: Mythical Artifacts,0,0,0,0,0,0,0,0
MedWar Sicily,0,0,0,0,0,0,1,0
Pencil Park,0,0,0,0,0,0,0,0
The Great Wall,0,0,0,0,0,0,0,0
Zerywia,0,0,0,0,0,0,0,0
800 Heroes: Defense of Sihang Warehouse,0,0,0,0,0,0,1,0
Close Assault: A Man-to-Man Game of Squad Tactics and Command - Europe 1939-1945,0,0,0,0,0,0,1,0
"Alexandria, 1801",0,0,0,0,0,0,1,0
Pirate Tricks,0,0,0,0,0,0,0,0
Aikamatka: Suomi,0,0,0,0,0,0,0,0
Micro Monsters,0,0,0,0,0,0,0,0
Four Suspects,0,0,0,0,0,0,0,0
D6 Dungeon,0,0,0,0,0,0,0,0
Humboldt's Great Voyage,0,0,0,0,0,0,0,0
Parkies,0,0,0,0,0,0,0,0
5150,0,0,0,0,0,0,1,0
Rise!,0,0,0,0,1,0,0,0
Kings of War (Second Edition),0,0,0,0,0,0,0,0
The Walking Dead: The Board Game,0,0,1,0,0,0,0,0
HOPE,0,0,0,0,0,0,0,0
String Safari,0,0,0,0,0,0,0,0
Deukalion,0,0,0,0,0,0,0,0
Kaleidos Junior,0,1,0,0,0,0,0,0
Destroyer Captain,0,0,0,0,0,0,1,0
Qyshinsu: Mystery of the Way,0,0,0,0,1,0,0,0
Maloney's Inheritance,0,0,0,1,0,1,0,0
Get Adler! Deduction Card Game,0,0,0,0,0,0,0,0
Attack of the Mutants!,0,0,0,0,0,0,1,0
Song of Arthur and Merlin,0,0,0,0,0,0,0,0
MixUp,0,0,0,0,1,0,0,0
Secret Operation,0,0,0,0,0,0,0,0
"Solomons Campaign: Air, Land, and Sea Warfare, Pacific 1942",0,0,0,0,0,0,1,0
Guardians of Xobos,0,0,0,0,0,0,0,0
15 Days,0,0,0,0,0,0,0,0
Commands & Colors Tricorne: Jacobite Rising,0,0,0,0,0,0,0,0
Battleborn Legacy,0,0,0,0,0,0,0,0
Partizan!,0,0,0,0,0,0,1,0
Red Steel: Clash Of Armor At Kishinev,0,0,0,0,0,0,1,0
Conqueror: Final Conquest,0,0,0,0,0,0,0,0
Light Hunters: Battalion of Darkness,0,0,0,0,0,0,0,0
Magic Fold,0,0,0,0,0,0,0,0
Command Decision: Test of Battle,0,0,0,0,0,0,1,0
15 Dias: The Spanish Golden Age,0,0,0,0,0,0,0,0
Human Interface: Nakamura Tower,0,0,0,0,0,0,0,0
Frigiti,0,0,0,0,0,0,0,0
Help Me!,0,0,0,0,0,0,0,0
EinStein würfelt nicht!,0,0,0,0,1,0,0,0
The Dauphin and the Sword,0,0,0,0,0,0,1,0
Devil Boats: PT Boats in the Solomons,0,0,0,0,0,0,0,0
Anno Domini: Showbizz,0,0,0,0,0,0,0,0
18 Holes,0,0,0,0,0,0,0,0
Duffers,0,0,0,0,0,0,0,0
Battleground World War II,0,0,0,0,0,0,1,0
Return to Dark Tower,0,0,0,0,0,0,0,0
Spy Alley,0,0,0,0,0,1,0,0
Atlantis: Island of Gods,0,0,0,0,0,0,0,0
Cornucopia,0,0,0,0,0,1,0,0
Hetzer Sniper!: Sniper Companion Game #1,0,0,0,0,0,0,1,0
Sherco's Grand Slam Baseball Game,0,0,0,0,0,0,0,0
España 20: Volume 1,0,0,0,0,0,0,1,0
Overload,0,0,0,0,0,0,0,0
CrossCribb,0,0,0,0,0,0,0,0
Cycling Party,0,0,0,0,0,0,0,0
Bloxx!,0,0,0,0,0,0,0,0
Canoe,0,0,0,0,1,0,0,0
Crazy Lab,0,0,0,0,0,0,0,0
Alchemical Crystal Quest (Second Edition),0,0,0,0,0,0,0,0
"The Punic Wars: Rome vs Carthage, 264-146 B.C.",0,0,0,0,0,0,1,0
Seize the Bean,0,0,0,0,0,0,0,0
¡Extinción!,0,0,0,0,0,0,0,0
Mississippi Fortress,0,0,0,0,0,0,1,0
Victory at Waterloo,0,0,0,0,0,0,1,0
Das GROSSE und das kleine A,0,0,0,0,0,0,0,0
Zaibatsu,0,0,0,0,0,0,0,0
Cthulhu: Rise of the Cults,0,0,0,0,0,0,0,0
Animix,0,0,0,0,0,0,0,0
Square on Sale,0,0,0,0,1,0,0,0
Hafid's Grand Bazaar,0,0,0,0,0,0,0,0
Loch Ness,0,0,0,0,0,0,0,0
Bridgetown Races,0,0,0,0,0,0,0,0
Tower,0,0,0,0,0,0,0,0
Energie Poker,0,0,0,0,0,0,0,0
Lords of the Spanish Main,0,0,1,1,0,0,0,0
The Pirate's Flag,0,0,0,0,0,0,0,0
Kingdom's Candy: Monsters,0,0,0,0,0,0,0,0
Lee's Invincibles: Gettysburg Campaign of 1863,0,0,0,0,0,0,1,0
"Across Suez: The Battle of the Chinese Farm October 15, 1973",0,0,0,0,0,0,1,0
"Las Navas de Tolosa, 1212",0,0,0,0,0,0,1,0
Schollen Rollen,0,0,0,0,0,1,0,0
Let's Take a Hike,0,0,0,0,0,1,0,0
Dȗhr: The Lesser Houses,0,0,0,0,0,0,0,0
"Bürger, Baumeister & Co.",0,0,0,0,0,0,0,0
Island Of D,0,0,0,0,0,0,0,0
Canope 1801,0,0,0,0,0,0,1,0
Colorado Midland,0,0,0,0,0,0,0,0
Get the MacGuffin,0,0,0,0,0,0,0,0
Iron Bottom Sound III,0,0,0,0,0,0,1,0
The Campaigns of Robert E. Lee,0,0,0,0,0,0,1,0
Zip-It,0,0,0,0,0,0,0,0
Battle for Sularia,0,0,0,0,0,0,0,0
Trenches of Valor,0,0,0,0,0,0,1,0
Command Decision,0,0,0,0,0,0,1,0
Inside Pitch Baseball,0,0,0,0,0,0,0,0
Polyhedral Park Planner,0,0,0,0,0,0,0,0
Mage Knight Conquest,0,0,0,0,0,0,1,0
Brief Border Wars,0,0,0,0,0,0,1,0
Nimble,0,0,0,0,0,0,0,0
Mare Mediterraneum,0,0,0,0,0,0,0,0
Legends of Wrestling,0,0,0,0,0,0,0,0
5 COLORS,0,0,0,0,0,0,0,0
Dschamál,0,0,0,0,0,0,0,0
Chronopia: War in the Eternal Realm,0,0,0,0,0,0,1,0
War Stories: Red Storm,0,0,0,0,0,0,1,0
The Flight of the Goeben,0,0,0,0,0,0,1,0
HysteriCoach,0,0,0,0,0,0,0,1
Walk The Plank: Limited Edition,0,0,0,0,0,0,0,0
Scrabble Flash,0,0,0,0,0,0,0,0
Rampaging Jotunn,0,0,0,0,0,0,0,0
Masquerade,0,0,0,0,0,0,0,0
La Bataille d'Austerlitz,0,0,0,0,0,0,1,0
Like Lions They Fought,0,0,0,0,0,0,1,0
Thin Ice: Survival has never been so much fun,0,0,0,0,0,0,0,0
The Acts,0,0,0,0,0,0,0,0
Electronic Stratego,0,0,0,0,1,0,0,0
SWAT!,0,0,0,0,0,1,0,0
Santa Maria Infante: On the Road to Rome 1944,0,0,0,0,0,0,1,0
A Call to Arms: Star Fleet,0,0,0,0,0,0,1,0
The Kringle Caper,0,0,0,0,0,0,0,0
Kamon,0,0,0,0,1,0,0,0
Seidenstraße,0,0,0,0,0,0,0,0
Great War at Sea: U.S. Navy Plan Gold,0,0,0,0,0,0,1,0
Horizon Wars: Science-Fiction Combined-Arms Wargaming,0,0,0,0,0,0,0,0
Romance of the Nine Empires,1,0,0,0,0,0,0,0
Drizzit: il gioco di carte,0,0,1,0,0,0,0,1
IT: Evil Below,0,0,0,0,0,0,0,0
X-Code,0,0,0,0,0,0,0,0
Deterrence 2X62,0,0,0,0,0,0,0,0
Kintsugi,0,0,0,0,0,0,0,0
Space Cats Fight Fascism,0,0,0,0,0,0,0,0
Sparkle*Kitty Nights,0,0,0,0,0,0,0,0
Midgard: Das Brettspiel,0,0,0,0,0,0,0,0
The Normandy Campaign,0,0,0,0,0,0,1,0
Party Bugs,0,0,0,0,0,0,0,0
Kasserine Pass,0,0,0,0,0,0,1,0
Right Fierce & Terrible: Sluys 1340,0,0,0,0,0,0,1,0
El Bazar,0,0,0,0,0,0,0,0
Frankenstein's Bodies,0,0,0,0,0,0,0,0
Real Action Stockcar Championship,0,0,0,0,0,0,0,0
Flink,0,0,0,0,1,0,0,0
Carnival,0,0,0,0,0,1,0,0
Fabula,0,0,0,0,0,1,0,1
KerFlip!,0,0,0,0,0,0,0,0
Radiant,0,0,0,0,0,0,0,0
Karnivore Koala,0,0,0,0,0,0,0,1
Schau mal!,0,0,0,0,0,0,0,0
Monster Derby,0,0,0,0,0,0,0,0
Dorada,0,1,0,0,1,0,0,0
Cold War Battles: Budapest '56 & Angola '87,0,0,0,0,0,0,1,0
Mandarin,0,1,0,0,0,0,0,0
Ember: The Magical Card Game,0,0,0,0,0,1,0,0
Risk: Mass Effect Galaxy at War Edition,0,0,0,0,0,0,0,0
MonstroCity,0,0,0,0,0,0,0,0
Epoch: Early Inventors,0,0,0,0,0,0,0,0
Corruptia,0,0,0,0,0,0,0,0
Killer,0,0,1,0,0,0,0,1
"Musket & Pike: Tactical Combat, 1550-1680",0,0,0,0,0,0,1,0
Cave Paintings,0,0,0,0,0,0,0,0
FREAKFACE!!!,0,0,0,0,0,0,0,0
The Red Dragon Inn: Allies - Spyke and Flower,0,0,0,0,0,0,0,0
World of Tanks Miniatures Game,0,0,0,0,0,0,0,0
Zombies!!! 13: DEFCON Z,0,0,0,0,0,0,0,0
Taiwan Formosa,0,0,0,0,0,0,0,0
Eureka,0,0,0,0,0,1,0,0
Doodle China,0,0,0,0,0,0,0,0
Fallen Angels,0,0,0,0,0,0,0,0
Build Up,0,0,0,0,0,0,0,0
Turning the Tables,0,0,0,0,0,0,1,0
Schnapp,0,0,0,0,0,0,0,0
Clue: The Haunted Mansion,0,0,0,0,0,0,0,0
Reglamentacja: Gra na Kartki,0,0,0,0,0,0,0,0
Westphalia,0,0,0,0,0,0,1,0
Velikye Luki,0,0,0,0,0,0,1,0
Krysis,0,0,0,0,0,0,0,0
No Trumpets No Drums: The Vietnam War 1965-1975,0,0,0,0,0,0,1,0
The March of Progress,0,0,0,0,0,0,0,0
The King of All Bards,0,0,1,0,0,0,0,0
Clash of Empires: The Battle for France 1914,0,0,0,0,0,0,1,0
The Alamo,0,0,0,0,0,0,1,0
Princes of the Dragon Throne,0,0,0,0,0,0,0,0
Hogwarts: House Cup Challenge,0,0,1,0,0,1,0,0
The von Reisswitz Kriegsspiel: The Prussian Army Wargame,0,0,0,0,0,0,1,0
Misterio,0,0,0,0,0,0,0,0
Castle Rampage,0,0,0,0,0,0,0,0
Rogues to Riches,0,0,1,0,0,0,0,0
BrikWars,0,0,0,0,0,0,1,0
"Toulon, 1793",0,0,0,0,0,0,1,0
Savage Worlds Showdown: Miniatures Rules for All Genres,0,0,0,0,0,0,0,0
The War: Europe 1939-1945,0,0,0,0,0,0,1,0
Legends of Novus,0,0,0,0,0,0,0,0
Beyond Waterloo,0,0,0,0,0,0,1,0
Magnate: The First City,0,0,0,0,0,0,0,0
El Soneto,0,0,0,0,0,0,0,0
Federation Space,0,0,0,0,0,0,1,0
Take The Galaxy,0,0,0,0,0,0,0,0
Rifugio,0,0,0,0,0,0,0,0
Bloody Ridge,0,0,0,0,0,0,1,0
Modern Land Battles: Target Acquired,0,0,0,0,0,0,1,0
8th Army,0,0,0,0,0,0,1,0
Grand Armee: Great Battles of the Napoleonic Wars Miniature Wargame Rules System,0,0,0,0,0,0,1,0
In Country: Vietnam 1965-1975,0,0,0,0,0,0,1,0
Centrix,0,0,0,0,0,0,0,0
Board Game Cafe Frenzy,0,0,0,0,0,0,0,0
Volley & Bayonet,0,0,0,0,0,0,0,0
Objective: Schmidt,0,0,0,0,0,0,1,0
Durian,0,0,0,0,0,0,0,0
Dark Mages,0,0,0,0,0,0,0,0
I'm the Boss!: The Card Game,0,0,0,0,0,0,0,0
Destruction of Army Group Center (Second Edition),0,0,0,0,0,0,1,0
Pingyao: First Chinese Banks,0,0,0,0,0,0,0,0
Star Trek: Alliance - Dominion War Campaign,0,0,0,0,0,0,0,0
Star Wars: Han Solo Card Game,0,0,0,0,0,0,0,0
Bagh Chal,0,0,0,0,1,0,0,0
Korona,0,0,0,0,0,0,0,0
Gopher It!,0,1,0,0,0,0,0,0
Boom: Runaway,0,0,0,0,0,0,0,0
Commissioner Victor: The lost painting case,0,0,0,0,0,0,0,0
Cool Runnings,0,0,0,0,0,0,0,0
Super Circles,0,0,0,0,0,0,0,0
Karawane,0,0,0,0,0,0,0,0
"War in the East: The Russo-German Conflict, 1941-45",0,0,0,0,0,0,1,0
Destination: Neptune,0,0,0,0,0,0,0,0
Zoom in Barcelona,0,0,0,0,0,0,0,0
Quest for the DragonLords (Second Edition),0,0,0,1,0,0,0,0
Gute Nachbarn,0,0,0,0,1,0,0,0
Apocalypse au Zoo de Carson City,0,0,0,0,0,0,0,0
Ligny: Incomplete Victory,0,0,0,0,0,0,1,0
Krynea Battlefield,1,0,0,0,0,0,0,0
Shiftago,0,0,0,0,0,0,0,0
Hippos & Crocodiles,0,0,0,0,1,0,0,0
Winner Winner Chicken Dinner,0,0,0,0,0,0,0,0
Super Tooth,0,0,0,0,0,0,0,0
Pictionary Air,0,0,0,0,0,0,0,0
Storm Over Taierzhuang,0,0,0,0,0,0,1,0
Illuminati: Crime Lords,0,0,0,0,0,0,0,0
Night Drop 2: Pegasus Bridge,0,0,0,0,0,0,1,0
Board of Dreams,0,0,0,0,0,0,0,0
Sindbad,0,0,1,0,0,1,0,0
"Boom, Bang, Gold",0,0,0,0,0,0,0,0
Rory's Story Cubes: Powers,0,0,0,0,0,0,0,0
Super Farmer: The Card Game,0,0,0,0,0,0,0,0
Karty Dżentelmenów,0,0,0,0,0,0,0,0
Great War at Sea: Pacific Crossroads,0,0,0,0,0,0,1,0
Stellar Leap,0,0,0,0,0,0,0,0
Soldiers of the Queen: Battles at Isandhlwana and Omdurman,0,0,0,0,0,0,1,0
Pictionary: 15th Anniversary,0,0,0,0,0,0,0,0
Emergence: A Game of Teamwork and Deception,0,0,0,0,0,0,0,0
Ringo,0,0,0,0,0,0,0,0
Game of Quotes: Verrückte Zitate,0,0,0,0,0,0,0,0
Pink Godzilla Dev Kit,0,0,0,0,0,0,0,0
7: The Defense of Lwów,0,0,0,0,0,0,1,0
StarSoldier: Tactical Warfare in the 25th Century,0,0,0,0,0,0,1,0
DeathMaze,0,0,1,1,0,0,0,0
GemPacked Cards,0,0,0,0,0,1,0,0
Welcome To... Mini,0,0,0,0,0,0,0,0
Halo: Fleet Battles - The Fall of Reach,0,0,0,0,0,0,1,0
Board and Table Games from Many Civilizations,0,0,0,0,0,0,0,0
Clash of Steel: A Tactical Card Game of Medieval Duels,0,0,0,0,0,0,0,0
Great War at Sea / Second World War at Sea: Cone of Fire,0,0,0,0,0,0,1,0
Epées et Hallebardes 1315-1476,0,0,0,0,0,0,1,0
Gorizia 1916: La sesta battaglia dell'Isonzo,0,0,0,0,0,0,1,0
Fish 'n' Flips,0,0,0,0,0,0,0,0
Holy Roman Empire,0,0,0,0,0,0,1,0
Wagram 1809,0,0,0,0,0,0,1,0
FlipOut,0,0,0,0,1,1,0,0
1886,0,0,0,1,0,0,0,0
Agricola Express,0,0,0,0,0,0,0,0
Burgoo,0,0,0,0,1,0,0,0
The Battle of the Little Bighorn,0,0,0,0,0,0,1,0
Ulysses,0,0,0,0,0,0,0,0
War in Europe (Second Edition),0,0,0,0,0,0,1,0
Kung Fu,0,0,0,0,0,0,0,0
The Great Heathen Army,0,0,0,0,0,0,1,0
Forwarder of Xanadu,0,0,0,0,0,0,0,0
Olympic & Coronet,0,0,0,0,0,0,1,0
Dresden 20,0,0,0,0,0,0,1,0
Sarkophag,0,0,0,0,0,0,0,0
Moongha Invaders Two Player,0,0,0,0,0,0,0,0
The Stars Align,0,0,0,0,0,0,0,0
Régents,0,0,0,1,0,0,0,0
Arcole 1796,0,0,0,0,0,0,1,0
Lionheart,0,0,0,0,0,1,0,0
Chromino,0,0,0,0,1,0,0,0
Behind,1,0,0,0,0,0,0,0
Mangaka: The Fast & Furious Game of Drawing Comics,0,0,0,0,0,0,0,0
HeroTec,0,0,0,0,0,0,0,0
Catan Junior Madagascar,0,0,0,0,0,0,0,0
Pixel Glory: Light & Shadow,0,0,0,0,0,0,0,0
Smash Up: Marvel,0,0,0,0,0,0,0,0
Spycraft: Collectible Card Game,1,0,0,0,0,0,0,0
Got It!,0,0,0,0,0,0,0,0
Bam!: Extrahart,0,0,0,0,0,0,0,0
"Viking: Tactical Warfare in the Dark Ages, 700-1300",0,0,0,0,0,0,1,0
Dragon Island,0,0,0,0,0,0,0,0
"Rampage: The Allied Drive on Germany, August - September, 1944",0,0,0,0,0,0,1,0
Gelato Mio,0,0,0,0,0,0,0,0
The Battle of Lobositz,0,0,0,0,0,0,1,0
Ctrl,0,0,0,0,0,0,0,0
Junior Labyrinth,0,1,0,0,0,0,0,0
Können Schweine fliegen?,0,0,0,0,0,0,0,0
Rambo: The Board Game,0,0,0,0,0,0,0,0
Creature Comforts,0,0,0,0,0,0,0,0
Ancients II,0,0,0,0,0,0,1,0
Ahead in the Clouds,0,0,0,0,0,0,0,0
Santoska,0,0,0,0,0,0,0,0
Akron,0,0,0,0,1,0,0,0
Blueshift,0,0,0,0,0,0,0,0
Kuni Tori!,0,0,0,0,0,0,0,0
Second World War at Sea: Leyte Gulf,0,0,0,0,0,0,1,0
Blurble,0,0,0,0,0,0,0,0
Angus: Batalhas Medievais,0,0,0,0,0,0,1,0
Mint Condition Comics,0,0,0,0,0,0,0,0
Dirty Fridge,0,0,0,0,0,0,0,0
Pulp Invasion,0,0,0,0,0,0,0,0
1883: Building Railroads in Northern Italy,0,0,0,0,0,0,0,0
Metromania,0,0,0,0,0,0,0,0
Comrade Koba,0,0,0,0,0,0,0,0
Navíos de Línea: Trafalgar 1805,0,0,0,0,0,0,1,0
Battle of LITS,0,0,0,0,1,0,0,0
Vera Discordia,0,0,0,1,0,0,0,0
Rogue State,0,0,0,0,0,0,0,0
Total Rumble,0,0,0,0,0,0,0,0
Sea of Legends,0,0,0,0,0,0,0,0
Breakthru,0,0,0,0,1,0,0,0
Highly Suspect,0,1,0,0,0,0,0,0
HEL: The Last Saga,0,0,0,0,0,0,0,0
S'quarrels: A Game of Absolute Nuts,0,0,0,0,0,1,0,0
Von 0 auf 100,0,1,0,0,0,0,0,0
Splotch!,0,0,0,0,0,0,0,0
Dux Britanniarum: Wargame Rules for Dark Age Warfare in the Age of Arthur,0,0,0,0,0,0,0,0
Trophy Buck,0,0,0,0,0,0,0,0
Didi Dotter,0,1,0,0,0,0,0,0
Brawling Battleships,0,0,0,0,1,0,1,0
Heat,0,0,0,0,0,0,0,0
Layers,0,0,0,0,0,0,0,0
Amirauté,0,0,0,0,0,0,1,0
Materia Prima: The Alchemists Guild,0,0,0,0,0,0,0,0
"Agricola: Roman Campaign in Britain, AD 82-84",0,0,0,0,0,0,1,0
1813: Napoleon's Nemesis,0,0,0,0,0,0,1,0
Cargotrain,0,0,0,1,0,1,0,0
Orbital,0,0,0,0,0,0,0,0
Blitzkrieg General,0,0,0,0,0,0,1,0
Endure the Stars 1.5,0,0,0,0,0,0,0,0
Volle Scholle,0,0,0,0,0,0,0,0
Pi mal Daumen,0,0,0,0,0,0,0,0
Machi Koro Fussball,0,0,0,0,0,0,0,0
Rey Paparajote,0,0,0,0,0,0,0,0
Eye Know,0,0,0,0,0,0,0,0
Fief,0,0,0,0,0,0,0,0
Dark Age: Feudal Lords,1,0,0,0,0,0,0,0
Bezique,0,0,0,0,0,0,0,0
The Terrifying Girl Disorder,0,0,0,0,0,0,0,0
"Barbarossa: The Russo-German War, 1941-45",0,0,0,0,0,0,1,0
Hamstern,0,0,0,0,0,0,0,0
Dracula's America: Shadows of the West,0,0,0,0,0,0,0,0
Bresk!,0,0,0,0,0,0,0,0
Sports Dice: Baseball,0,0,0,0,0,0,0,0
Emergents: Genesis - The Deckbuilding Game,0,0,0,0,0,0,0,0
German Whist,0,0,0,0,0,0,0,0
9tka,0,0,0,0,1,0,0,0
Kiitos,0,0,0,0,0,0,0,0
Race Day,1,0,0,0,0,0,0,0
Napoleon's Eagles: Storm in the East - The Battles of Borodino and Leipzig,0,0,0,0,0,0,1,0
Meander,0,0,0,0,1,0,0,0
Die Verbotene Stadt,0,0,0,0,0,0,0,0
Space Infantry: Resurgence,0,0,0,0,0,0,0,0
Highlander: The Card Game,1,0,0,0,0,0,0,0
Vive l'Empereur,0,0,0,0,0,0,1,0
Niepodległa,0,0,0,0,0,0,0,0
WYPS,0,0,0,0,0,0,0,0
Oklahoma Boomers,0,0,0,0,0,0,0,0
Mutton,0,0,0,0,0,0,0,0
Aliens Predator,1,0,0,0,0,0,0,0
Keskifé?,0,0,0,0,0,0,0,0
Elefant Hunt,0,0,0,0,0,0,0,0
Anno Domini: Seefahrer & Flieger,0,0,0,0,0,0,0,0
Star Wars: Silent Death Starfighter Combat Game,0,0,0,0,0,0,1,0
Magus: Aura Mortis,0,0,0,0,0,0,0,0
Götterdämmerung,0,0,0,0,0,0,0,0
Paletto,0,0,0,0,1,0,0,0
Rick and Morty: 100 Días,0,0,0,0,0,0,0,0
The Big Time!,0,0,0,0,0,0,0,0
Statis Pro Baseball Great Teams,0,0,0,0,0,0,0,0
Timeline: Science Museum,0,0,0,0,0,0,0,0
Cauldron Master,0,0,0,0,0,0,0,0
Dome Crushers,0,0,0,0,0,0,0,0
Patrol!: Man-to-Man Combat in the 20th Century,0,0,0,0,0,0,1,0
First Snow,0,0,0,0,0,0,0,0
Give Me Five,0,0,0,0,0,0,0,0
"Gallipoli, 1915: Churchill's Greatest Gamble",0,0,0,0,0,0,1,0
1761: From Canal to Rail,0,0,0,0,0,0,0,0
Karawane,0,1,0,0,0,0,0,0
Shogun no Katana,0,0,0,0,0,0,0,0
Incubation,0,0,0,0,0,0,0,0
Merchants of Dunhuang,0,0,0,0,0,0,0,0
Venezia 2099,0,0,0,0,0,0,0,0
Footmania,0,0,0,0,0,0,0,0
The Tigers Are Burning,0,0,0,0,0,0,1,0
Anagrams,0,0,0,0,0,0,0,0
The Fall of Tobruk,0,0,0,0,0,0,1,0
Potemkin Empire,0,0,0,0,0,0,0,0
Takamatsu,0,0,0,0,0,0,0,0
Shark Attacks!,0,0,0,0,0,0,0,0
Sixteen Thirty Something,0,0,0,1,0,0,1,0
ChickenFoot,0,0,0,0,1,0,0,0
Campus Café,0,0,0,0,0,0,0,0
RAMbots,0,0,0,0,0,0,0,0
Suleiman the Magnificent,0,0,0,0,0,0,1,0
Pocket Pro Golf,0,0,0,0,0,0,0,0
InterSpace,0,0,0,0,0,0,0,0
Tomb Raider Collectible Card Game,1,0,0,0,0,0,0,0
Major General: Duel of Time,0,0,0,0,0,0,0,0
All Things Zombie: Reloaded,0,0,0,0,0,0,0,0
Treasures of Cibola,0,0,0,0,0,0,0,0
Wizard Kittens,0,0,0,0,0,0,0,0
